post_id,platform,content_format,content_genre,caption,locality,age_group,post_date,views,likes,shares,comments,trending
CHN00216,youtube,live,entertainment,So disappointed by the ending — ruined the whole series,T Nagar,25-34,2023-07-17,179235,24048,6534,2529,True
CHN00217,youtube,video,fitness,This workout routine completely transformed my energy levels,Velachery,18-24,2024-12-18,150029,4521,4348,3517,False
CHN00218,youtube,live,fashion,Neutral look today — just keeping it simple and clean,Perambur,18-24,2023-12-03,122449,3710,4354,1203,False
CHN00219,tiktok,stitch,fitness,Rest day today — recovery is just as important as training,Velachery,25-34,2024-11-08,64440,5715,953,959,False
CHN00220,youtube,live,entertainment,Laughed so hard at this show — highly recommend binging,Velachery,18-24,2023-11-14,188279,22141,9427,3995,True
CHN00221,instagram,carousel,technology,Tech companies keep promising and underdelivering. Annoyed.,Velachery,35-50,2023-04-30,11833,1134,625,211,False
CHN00222,instagram,post,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Velachery,35-50,2023-06-20,8505,1153,502,126,False
CHN00223,youtube,video,food,The service was terrible and food arrived cold. Avoid.,Anna Nagar,35-50,2023-06-01,198622,26827,7102,4614,True
CHN00224,instagram,post,fashion,Neutral look today — just keeping it simple and clean,Tambaram,18-24,2023-12-07,16189,2069,506,120,False
CHN00225,youtube,short,entertainment,New episode drops tonight — no spoilers in comments please,Nungambakkam,50+,2023-09-23,180056,7338,7949,5231,True
CHN00226,youtube,live,education,Book review coming soon — interesting read so far,OMR,18-24,2024-09-22,149893,21962,6501,4391,False
CHN00227,instagram,carousel,fashion,Not sure about this trend honestly — feels overdone,Anna Nagar,35-50,2023-07-09,39113,3641,885,346,False
CHN00228,instagram,reel,education,Learning something new every single day — growth mindset 💡,T Nagar,25-34,2024-08-20,38958,1307,1371,978,False
CHN00229,youtube,live,finance,Crypto market is a complete disaster right now. Stressed.,Adyar,18-24,2023-07-13,19007,717,327,514,False
CHN00230,instagram,reel,technology,Privacy concerns with this app are genuinely worrying,Chromepet,18-24,2023-12-10,40999,1961,2189,514,False
CHN00231,instagram,post,technology,Another overpriced gadget that breaks in 3 months. Tired.,Tambaram,18-24,2024-06-21,49785,6997,1124,691,False
CHN00232,instagram,story,entertainment,Total waste of time — worst screenplay I have seen,Perambur,18-24,2023-03-17,39495,4060,1048,701,False
CHN00233,instagram,reel,technology,AI tools are changing everything about how I work 🚀,Porur,35-50,2024-06-20,4854,260,288,53,False
CHN00234,instagram,story,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Adyar,35-50,2023-03-17,34285,4537,640,362,False
CHN00235,twitter,reply,food,"Exploring new cafes this weekend, stay tuned",Tambaram,35-50,2024-12-25,7328,782,222,160,False
CHN00236,twitter,thread,education,This course completely changed how I think about data,Velachery,50+,2024-12-19,2890,395,132,72,False
CHN00237,youtube,live,fitness,Rest day today — recovery is just as important as training,Tambaram,18-24,2023-12-07,122410,4025,2776,1562,False
CHN00238,youtube,live,technology,Another overpriced gadget that breaks in 3 months. Tired.,Anna Nagar,35-50,2023-01-19,166780,12765,8715,4955,False
CHN00239,tiktok,duet,education,Currently studying for my upcoming exam — wish me luck,Porur,18-24,2024-05-09,34485,3686,2006,1005,False
CHN00240,instagram,story,travel,Planning a solo trip next month — any suggestions?,Velachery,13-17,2024-08-08,28590,3523,1610,725,False
CHN00241,youtube,live,entertainment,Laughed so hard at this show — highly recommend binging,Velachery,35-50,2024-05-21,34808,1500,1073,839,False
CHN00242,youtube,video,fashion,Obsessed with this new outfit drop! Love the vibes ✨,OMR,35-50,2023-02-16,194717,19055,2048,1970,True
CHN00243,tiktok,video,travel,Planning a solo trip next month — any suggestions?,Velachery,18-24,2024-03-26,38202,4861,1467,294,False
CHN00244,twitter,reply,food,Tried the new place in T Nagar — completely worth the hype!,Velachery,35-50,2024-10-23,9679,1111,228,275,False
CHN00245,youtube,video,fitness,Trying a new workout split this month — tracking progress,Chromepet,35-50,2023-10-04,6461,665,266,103,False
CHN00246,instagram,reel,entertainment,Total waste of time — worst screenplay I have seen,T Nagar,18-24,2024-01-02,20276,1862,673,303,False
CHN00247,instagram,story,food,"Exploring new cafes this weekend, stay tuned",Anna Nagar,35-50,2023-11-05,43593,3076,1963,1137,False
CHN00248,tiktok,stitch,fashion,"Trying out a new aesthetic this week, let me know thoughts",Anna Nagar,18-24,2024-12-24,79066,8350,4673,1750,False
CHN00249,youtube,short,fitness,Injured again because of bad form advice online. Frustrated.,T Nagar,35-50,2023-10-29,102101,8663,1368,2252,False
CHN00250,instagram,carousel,travel,Planning a solo trip next month — any suggestions?,OMR,25-34,2024-09-17,42512,3248,2131,623,False
CHN00251,youtube,live,fashion,Finally found the perfect fit for my style 🔥,Anna Nagar,18-24,2023-01-18,68719,5918,2161,1450,False
CHN00252,instagram,carousel,food,"Exploring new cafes this weekend, stay tuned",Chromepet,18-24,2024-05-06,48382,5509,1758,1055,False
CHN00253,instagram,story,fashion,This collection is disappointing compared to last season,OMR,50+,2024-03-15,38519,4642,1759,1033,False
CHN00254,youtube,live,food,The service was terrible and food arrived cold. Avoid.,Tambaram,25-34,2023-11-04,56267,8189,3193,510,False
CHN00255,youtube,live,food,"Exploring new cafes this weekend, stay tuned",Porur,25-34,2023-11-26,196327,19117,10130,1004,True
CHN00256,youtube,short,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,Tambaram,25-34,2024-01-19,142257,8396,1983,798,False
CHN00257,tiktok,video,technology,Review of this device after 30 days of usage,Velachery,35-50,2024-03-20,11004,714,619,206,False
CHN00258,youtube,video,entertainment,So disappointed by the ending — ruined the whole series,Chromepet,18-24,2023-02-02,171655,23613,4994,3816,False
CHN00259,instagram,post,fashion,This collection is disappointing compared to last season,T Nagar,18-24,2023-03-16,45123,5928,1039,921,False
CHN00260,instagram,reel,fashion,Why does fast fashion keep failing us? So frustrating,OMR,50+,2024-03-30,14323,794,516,303,False
CHN00261,twitter,tweet,education,Learning something new every single day — growth mindset 💡,Nungambakkam,18-24,2023-04-07,5256,304,65,64,False
CHN00262,instagram,carousel,fashion,Not sure about this trend honestly — feels overdone,Adyar,18-24,2023-11-17,14378,1932,707,262,False
CHN00263,instagram,story,fitness,This workout routine completely transformed my energy levels,Porur,18-24,2024-05-16,47682,5256,2212,1368,False
CHN00264,tiktok,duet,travel,Ooty in monsoon season is breathtakingly beautiful ☁️,Chromepet,35-50,2024-07-10,29015,1549,1319,199,False
CHN00265,instagram,post,travel,Planning a solo trip next month — any suggestions?,Velachery,18-24,2023-02-06,43988,2648,831,1071,False
CHN00266,youtube,short,fashion,"Trying out a new aesthetic this week, let me know thoughts",Velachery,25-34,2024-02-22,197102,14579,9407,3150,True
CHN00267,instagram,story,technology,This new phone camera is absolutely incredible 📱,Nungambakkam,35-50,2023-07-02,49231,4539,2736,647,False
CHN00268,tiktok,duet,finance,Monthly budget review — transparent breakdown coming up,OMR,18-24,2023-03-10,63594,3984,657,856,False
CHN00269,tiktok,stitch,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Anna Nagar,18-24,2024-09-25,32293,4396,1572,221,False
CHN00270,twitter,thread,education,Currently studying for my upcoming exam — wish me luck,Anna Nagar,35-50,2024-11-07,6050,791,105,130,False
CHN00271,youtube,short,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Nungambakkam,35-50,2024-12-17,15705,1354,694,438,False
CHN00272,twitter,thread,fitness,Fitness influencers selling unrealistic body standards. Stop.,OMR,25-34,2023-09-02,3283,256,130,39,False
CHN00273,youtube,live,entertainment,Finished the series — mixed feelings overall honestly,Perambur,35-50,2024-10-16,22526,2526,237,589,False
CHN00274,twitter,thread,entertainment,Total waste of time — worst screenplay I have seen,T Nagar,18-24,2024-05-27,5475,772,69,145,False
CHN00275,twitter,thread,fashion,Not sure about this trend honestly — feels overdone,Chromepet,25-34,2024-10-22,4463,141,60,41,False
CHN00276,instagram,carousel,entertainment,Finished the series — mixed feelings overall honestly,Adyar,50+,2024-09-13,13802,1866,159,404,False
CHN00277,twitter,thread,fashion,Obsessed with this new outfit drop! Love the vibes ✨,Perambur,25-34,2023-07-17,3848,511,206,21,False
CHN00278,tiktok,stitch,fashion,Why does fast fashion keep failing us? So frustrating,T Nagar,13-17,2023-10-25,28290,1805,1167,432,False
CHN00279,youtube,live,fitness,Rest day today — recovery is just as important as training,Nungambakkam,25-34,2023-07-26,182582,17828,2343,3943,True
CHN00280,youtube,short,education,Learning something new every single day — growth mindset 💡,T Nagar,35-50,2023-09-28,79924,7178,1547,1665,False
CHN00281,tiktok,stitch,fitness,This workout routine completely transformed my energy levels,OMR,18-24,2024-04-13,52363,6783,3136,1359,False
CHN00282,instagram,carousel,technology,This new phone camera is absolutely incredible 📱,T Nagar,35-50,2023-12-29,28183,2681,1395,282,False
CHN00283,tiktok,video,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Porur,18-24,2023-05-15,76692,8680,1770,2156,False
CHN00284,twitter,tweet,food,Simple home cooked meal today — nothing fancy,Tambaram,18-24,2024-01-29,2794,293,62,34,False
CHN00285,instagram,story,food,"Exploring new cafes this weekend, stay tuned",Tambaram,25-34,2024-04-09,8612,1275,450,48,False
CHN00286,instagram,post,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Chromepet,35-50,2023-12-17,15751,803,762,236,False
CHN00287,tiktok,duet,fitness,Rest day today — recovery is just as important as training,Tambaram,13-17,2024-11-26,20612,1016,312,104,False
CHN00288,youtube,short,fitness,Gym was packed and equipment broken — worst experience,Chromepet,18-24,2023-05-15,71442,5884,3053,1607,False
CHN00289,tiktok,duet,education,Education system needs serious reform — very concerning,Perambur,50+,2023-01-06,17035,999,707,428,False
CHN00290,youtube,short,education,Currently studying for my upcoming exam — wish me luck,Perambur,13-17,2023-04-05,177016,16394,3199,2585,True
CHN00291,youtube,short,education,Currently studying for my upcoming exam — wish me luck,Anna Nagar,13-17,2023-09-15,140271,19814,8236,3851,False
CHN00292,youtube,short,food,Best filter coffee in Chennai — no debate needed ☕,Anna Nagar,25-34,2024-12-08,127223,10570,6798,2580,False
CHN00293,tiktok,stitch,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Porur,25-34,2024-03-06,51750,7389,1928,1054,False
CHN00294,youtube,short,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,T Nagar,25-34,2023-12-15,184490,22460,2829,5154,True
CHN00295,instagram,reel,fashion,Not sure about this trend honestly — feels overdone,Adyar,35-50,2024-10-11,13205,541,145,82,False
CHN00296,tiktok,video,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Tambaram,35-50,2023-03-15,57235,8418,3297,751,False
CHN00297,youtube,video,food,Overpriced and underwhelming — will not be returning,Nungambakkam,25-34,2023-06-02,36927,2769,1164,376,False
CHN00298,instagram,story,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,T Nagar,18-24,2024-05-27,17106,1405,222,287,False
CHN00299,instagram,story,entertainment,Total waste of time — worst screenplay I have seen,Nungambakkam,25-34,2023-06-26,28697,995,1313,523,False
CHN00300,instagram,reel,education,Book review coming soon — interesting read so far,Tambaram,18-24,2024-07-12,9011,281,452,161,False
CHN00301,tiktok,duet,education,Online courses are getting too expensive for what they offer,T Nagar,35-50,2023-01-14,46933,2754,827,1254,False
CHN00302,twitter,thread,food,The service was terrible and food arrived cold. Avoid.,Velachery,18-24,2023-02-17,8466,502,189,242,False
CHN00303,tiktok,stitch,entertainment,Laughed so hard at this show — highly recommend binging,T Nagar,18-24,2023-08-31,35563,4324,1624,766,False
CHN00304,youtube,video,technology,Just upgraded my setup — productivity through the roof!,Tambaram,35-50,2024-10-16,154136,11944,6597,3962,False
CHN00305,instagram,reel,food,The service was terrible and food arrived cold. Avoid.,Perambur,25-34,2023-07-27,13666,1124,621,225,False
CHN00306,instagram,post,finance,Just made my first profitable investment — so exciting! 📈,Nungambakkam,13-17,2023-10-22,15705,1310,214,423,False
CHN00307,youtube,short,fashion,Neutral look today — just keeping it simple and clean,Tambaram,25-34,2023-11-08,196219,21429,8152,3032,True
CHN00308,tiktok,video,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,Nungambakkam,25-34,2023-07-11,6289,807,225,67,False
CHN00309,twitter,tweet,finance,Lost money following random stock tips online. Lesson learnt.,Anna Nagar,18-24,2023-11-27,282,18,14,8,False
CHN00310,tiktok,stitch,food,The service was terrible and food arrived cold. Avoid.,Velachery,35-50,2023-02-18,25265,1880,718,636,False
CHN00311,twitter,reply,education,This course completely changed how I think about data,T Nagar,50+,2024-08-13,8712,514,170,74,False
CHN00312,tiktok,duet,education,Just completed my Python certification — so proud! 🎓,Perambur,13-17,2023-09-03,8053,655,141,79,False
CHN00313,tiktok,stitch,education,Currently studying for my upcoming exam — wish me luck,Porur,35-50,2023-01-31,77789,3871,2448,1183,False
CHN00314,tiktok,video,travel,Tourist traps everywhere — completely ruined the trip,Velachery,35-50,2024-09-29,6051,279,188,44,False
CHN00315,tiktok,video,finance,Banks keep adding hidden charges — absolutely infuriating,Velachery,18-24,2023-05-31,25564,2781,859,227,False
CHN00316,twitter,thread,food,Simple home cooked meal today — nothing fancy,Anna Nagar,25-34,2024-08-10,8679,472,268,113,False
CHN00317,youtube,short,food,Best filter coffee in Chennai — no debate needed ☕,T Nagar,25-34,2024-05-10,134507,10139,7561,2747,False
CHN00318,instagram,carousel,fitness,Injured again because of bad form advice online. Frustrated.,T Nagar,35-50,2024-05-29,9396,495,434,150,False
CHN00319,youtube,short,fitness,This workout routine completely transformed my energy levels,OMR,18-24,2024-05-06,123425,17448,2313,3341,False
CHN00320,instagram,post,fashion,Finally found the perfect fit for my style 🔥,Perambur,18-24,2023-08-25,8010,543,158,195,False
CHN00321,youtube,short,food,"Exploring new cafes this weekend, stay tuned",Porur,50+,2023-02-12,117170,14325,1636,2508,False
CHN00322,twitter,reply,fashion,Neutral look today — just keeping it simple and clean,Chromepet,50+,2023-05-22,5932,592,309,170,False
